production_budget,worldwide_gross,title_year,aspect_ratio,duration.1,cast_total_facebook_likes,budget,imdb_score,opening_gross,screens
80000000,66554547,2000,1.85,145,1825,80000000,7.3,46668,8
80000000,158908290,1996,1.85,114,25126,80000000,5.8,10014795,2175
80000000,131234406,2015,2.35,106,16922,90000000,6,10812861,3082
80000000,108469033,2014,2.35,105,1099,80000000,5.6,10340823,2658
80000000,54540662,2003,2.35,91,5593,80000000,5.7,9317371,2903
80000000,53508858,2009,2.35,118,619,80000000,5.8,257232,4
80000000,26703184,2003,2.35,116,43887,80000000,5.6,8440629,2787
80000000,86787530,2009,2.35,104,152,40000000,7.8,6000000,1206
80000000,69131860,1998,1.85,97,2521,80000000,5.8,6162640,2384
80000000,20841123,1997,2.35,177,4346,80000000,6,5260324,2207
80000000,33463969,2000,2.35,106,2,70000000,5.7,8721296,2703
80000000,40147042,2007,1.85,99,2323,80000000,5.9,5951409,2776
80000000,6300451,2005,2.35,102,1890,52000000,4.2,1190791,816
79000000,318146162,2012,1.85,94,27842,79000000,5.8,27335363,3470
79000000,150519217,2011,1.85,91,27405,79000000,3.4,25003575,3438
78000000,317668058,2001,1.85,135,2827,58000000,8.2,2501096,524
78000000,274392649,2013,2.35,95,848,78000000,6.5,34017930,4001
78000000,206455420,2002,2.35,124,35867,78000000,7.2,36540945,3357
78000000,107336658,2004,2.35,136,36925,100000000,6.7,18829435,3063
78000000,179265204,2003,2.35,110,4714,78000000,5.8,23075892,3002
78000000,43957541,2004,2,125,1970,50000000,5.1,18054001,2803
77500000,90226482,2015,2.35,108,30230,81200000,7.8,28140,45
76000000,974873764,2013,1.85,98,11905,76000000,7.5,83517315,3997
76000000,35129610,2000,1.85,92,28050,76000000,4.1,6814270,2460
75000000,514103326,2016,1.85,87,4782,75000000,6.8,104352905,4370
75000000,817400878,1996,2.35,154,16785,75000000,6.9,50228264,2
75000000,618638999,1997,1.85,129,1635,73000000,6.5,90161880,3281
75000000,556559566,2005,1.85,86,1777,75000000,6.9,61012130,4131
75000000,272223430,2010,1.85,102,28497,80000000,6,40506562,3534
75000000,371917043,2004,1.85,90,63165,75000000,6,47604606,4016
75000000,296339717,2000,2.35,104,21397,75000000,7.4,54471475,3025
75000000,342416460,2008,2.35,110,25763,75000000,6.7,217432,71
75000000,196324496,2004,2.35,99,12952,75000000,6.8,45107871,3591
75000000,202871849,2007,2.35,117,1673,75000000,6.7,27476745,3121
75000000,351723989,2013,2.35,125,13312,75000000,7.3,29350389,2925
75000000,155708695,2006,2.35,130,2856,70000000,6.5,378950,3
75000000,97387965,1999,1.85,110,5320,75000000,4.1,21889138,2814
75000000,211562435,2011,1.85,110,16691,75000000,6.1,32206425,3112
75000000,218673959,2004,1.85,128,16199,60000000,7.3,19053199,2811
75000000,141267370,2006,2.35,91,17299,75000000,6.6,22217226,3553
75000000,118230763,2009,1.85,100,5174,35000000,5.4,17012212,3271
75000000,213500000,2000,1.85,124,3424,75000000,5.9,15507845,2307
75000000,119512771,2007,1.85,102,60646,75000000,7.1,15952430,2575
75000000,94944017,2005,2.4,118,15889,53000000,5.7,23450212,3216
75000000,131492772,2005,2.35,163,2529,70000000,7.6,6040860,532
75000000,95572749,2010,2.35,100,25206,75000000,5.4,15837266,2859
75000000,105445109,2015,2.35,116,15735,75000000,7.3,13535000,3638
75000000,85632458,2003,2.35,142,16580,70000000,6.6,17057213,2973
75000000,72785169,2006,1.85,110,5609,70000000,5.6,18044396,3235
75000000,54344321,2004,1.85,131,12522,80000000,6.5,8817853,2438
75000000,71523271,2001,2.35,123,13934,80000000,6.6,13050700,3207
75000000,39251128,1999,2.35,148,804,75000000,6.7,5223416,2132
75000000,89758389,2011,2.35,128,7067,82000000,6.1,19058199,3033
75000000,77636443,2005,2.35,113,103354,52000000,6.6,10214734,2123
75000000,50409753,2003,2.35,116,14028,75000000,5.3,11112632,2840
75000000,36751979,2000,2.35,94,15857,75000000,6.6,9376845,2734
75000000,34009180,2004,2.35,113,4397,45000000,6.1,5019430,2604
75000000,14623082,1998,2.35,99,2542,75000000,6,6447237,2507
75000000,5409517,2001,1.85,93,5580,75000000,4.7,2685078,1722
74000000,1163624481,2015,1.85,91,13616,74000000,6.4,115200000,4301
74000000,311594032,2015,1.85,92,5217,74000000,6,55365012,3641
73243106,248099143,2000,2.35,106,33645,75000000,7.2,30330771,2708
73000000,162870525,2006,2.35,122,12410,73000000,6.6,47042215,3803
73000000,346634366,2016,1.85,97,24350,73000000,6.3,38155177,3932
73000000,103891409,1998,2.35,98,15269,69000000,5.9,16310373,2713
73000000,50168294,1998,2.35,134,1044,75000000,6,18586765,2814
72500000,527071022,2007,2.35,87,3086,75000000,7.4,74036787,3922
72500000,109362966,2008,2.35,112,13827,70000000,5.6,21589295,3125
72500000,71880305,2009,1.85,153,11852,75000000,6.4,22657780,3007
72500000,86509602,2007,2.35,110,5187,70000000,7.1,17135055,2793
72000000,96947540,2005,2.35,125,15850,70000000,7.1,27726210,2411
72000000,54616869,2001,2.35,116,14780,72000000,4.5,12174504,2905
72000000,37306334,2001,1.85,152,4310,72000000,6.9,7366207,2361
72000000,62176754,2004,2.35,109,55,59660000,7.1,6144160,2175
71682975,257641634,2004,1.85,108,7273,60000000,6.5,50746142,3730
70702619,408265690,2002,1.85,106,1675,72000000,6.7,60117080,3264
70000000,937008132,2004,1.85,93,1148,150000000,7.2,108037878,4163
70000000,443483213,2009,1.85,88,5227,75000000,4.5,48875415,3700
70000000,310138178,1999,2.35,116,12790,70000000,5.5,35055556,3158
70000000,267200000,2002,2.35,132,14790,70000000,5.8,44506103,3374
70000000,308700000,1996,1.85,139,3667,80000000,6.6,34216088,2676
70000000,207154748,2003,2.35,117,14486,80000000,6,37062535,3202
70000000,202726605,2001,1.85,141,11458,68000000,6.9,25015518,2742
70000000,150562164,2013,2.35,119,31782,70000000,6.5,30373794,3098
70000000,213463976,2011,2.35,116,4001,70000000,5.8,37573187,3417
70000000,172543519,2004,2.35,109,3222,60000000,5.6,38291056,3395
70000000,156815529,2011,2.35,146,46726,66000000,7.2,14527972,2376
70000000,114658262,2002,2.35,124,6181,75000000,7.1,20212543,3143
70000000,158702748,2014,2.35,118,27674,70000000,6.1,22700000,3083
70000000,117800000,1998,2.35,103,6207,58000000,6.4,22052836,2620
70000000,123954323,2003,1.37,125,16138,70000000,8,207377,6
70000000,160379930,2012,2.35,88,5861,70000000,6.4,25306725,3078
70000000,216821942,2014,2.35,92,5178,70000000,6.3,23514615,2885
70000000,137431619,2010,2.35,136,1579,70000000,6.3,19011188,3565
70000000,70546865,2011,2.35,111,18510,70000000,5.3,17816230,2940
70000000,116625798,1998,2.35,116,32563,70000000,6.3,13931285,2541
70000000,137022245,2007,2.35,127,16034,70000000,7.7,9169779,2540
70000000,61031932,2012,2.35,136,712,75000000,5.9,14437269,3470
70000000,131445884,1997,2.35,136,12226,70000000,7,10066508,2103
70000000,49730854,2004,1.85,106,12871,70000000,6.1,15580278,3170
70000000,69157016,2002,2.35,116,12993,70000000,5.6,11007367,2944
70000000,54612337,2005,2.35,113,13517,60000000,5.2,15488870,3043
70000000,48197252,2016,2.35,117,3524,53172536.85,6.8,10288932,3143
70000000,103735965,2013,2.35,115,15708,50000000,6.7,9800000,2883
70000000,65409046,2011,2.35,116,49608,35000000,6.5,9300000,2986
70000000,19870567,1998,2.35,97,13628,70000000,5.8,8009024,2107
70000000,33076815,2002,2.35,125,15916,60000000,6.3,8907413,2459
70000000,25852508,2002,2.35,98,2763,70000000,3,9013548,2762
70000000,61402445,2014,2.35,99,1520,70000000,4.2,8600000,2104
70000000,14294842,2002,2.35,91,1846,70000000,3.6,7010474,2705
70000000,13596911,2001,2.35,95,3734,70000000,6.2,5271248,2305
70000000,20107933,2013,2.15646168,88,6946,70000000,5.6,3715931,2575
70000000,19535476,2015,2.35,133,28129,70000000,5.4,4415000,2567
69000000,543495033,2010,1.85,87,11608,69000000,7.7,56397125,3476
69000000,86796502,2010,1.85,114,10419,53172536.85,5.9,23527839,2911
68000000,706102828,2010,2.35,124,52547,68000000,4.9,83637242,4468
68000000,193500000,2002,2.35,124,12556,68000000,6.4,31178526,3183
68000000,216500183,2015,2.35,125,30010,68000000,6.4,33507870,3442
68000000,87173475,2011,2.35,111,3393,36000000,5.9,13535374,2950
68000000,75685268,2003,2.35,136,12194,68000000,5.5,15027423,2945
68000000,33462011,1999,1.85,121,3986,65000000,6,10017865,2136
68000000,60265197,1999,2.35,157,18216,68000000,7.9,6712361,1809
67500000,118556530,2008,2.35,128,29824,70000000,7.1,12884416,2710
67500000,137489730,2012,2.35,105,8281,69000000,5.9,16306974,3108
67000000,25357771,2007,2.35,102,14625,35000000,5.4,2746312,2002
66000000,211700000,1999,2.35,113,1302,66000000,6.2,20145595,2815
66000000,194169619,2014,2.35,132,7081,66000000,6.5,17844939,3115
65000000,485035085,1998,1.85,169,44998,70000000,8.6,30576104,2463
65000000,374105123,2000,1.37,127,5838,70000000,6.4,33614543,3012
65000000,273346281,2012,2.35,150,25517,65000000,7.4,21049406,1775
65000000,386116343,2002,1.85,103,5437,59000000,7.6,46312454,3316
65000000,463517383,1999,2.35,136,18563,63000000,8.7,27788331,2849
65000000,172825854,2002,1.85,104,5265,60000000,5.5,29008696,3350
65000000,250800000,1998,1.85,119,17768,65000000,6.5,18426749,2691
65000000,163442936,2014,2.35,137,2938,65000000,7.2,30621445,3131
65000000,211739043,2010,2.35,95,23018,65000000,6.6,32689406,3355
65000000,128468793,2008,2.35,106,11264,65000000,6.9,30940732,3094
65000000,233700000,1998,2.35,136,12396,65000000,6.7,22525855,2515
65000000,128874043,2000,2.35,130,17771,65000000,6.4,18093776,2805
65000000,139840525,2014,2.39,118,4796,65000000,5.2,15861939,3116
65000000,69688384,2000,1.85,104,16452,60000000,6.1,12687726,2167
65000000,141205169,2003,1.85,117,12850,65000000,6.4,11528498,2677
65000000,180148897,2012,2.35,99,1375,65000000,6.4,17435092,3008
65000000,104267443,1999,1.66,159,11424,65000000,7.3,21706163,2411
65000000,156974557,2012,2.35,103,29808,65000000,6.3,17405930,3189
65000000,154362963,2015,1.85,105,11943,50100000,6.6,18685137,3323
65000000,132397389,2004,2.35,122,19764,65000000,5.9,16061271,2912
65000000,221662676,2015,2.35,121,2131,55000000,7.1,13242895,3006
65000000,238940997,2012,2.35,96,17913,65000000,5.4,21052227,3012
65000000,39017984,1998,2.35,143,1409,65000000,6.7,12045395,1965
65000000,100853753,1999,2.35,151,13209,63000000,8.8,11035485,1963
65000000,72516819,2008,2.35,111,28643,45000000,6.4,12621090,2532
65000000,33447612,1996,2.35,121,1531,65000000,6.7,9065363,2247
65000000,62761005,2000,2.35,135,1013,65000000,6.2,10207869,2705
65000000,56409722,2005,2.35,100,7048,43000000,4.8,14792335,3203
65000000,41636243,2009,2.35,94,23365,65000000,6.3,6702923,3014
65000000,39499349,2014,1.85,102,49433,65000000,6.5,6317683,2894
65000000,10014234,2000,1.85,105,3580,65000000,5,4536625,2497
65000000,26670920,2005,2.35,130,450,50000000,6.9,68447,5
64000000,101636047,2006,1.85,98,6334,64000000,4.3,21613176,2533
64000000,63200000,1999,1.85,133,16710,64000000,5.1,13012585,2697
63700000,133603463,2006,2.35,147,253,50000000,7.5,55527,3
63000000,292738626,2002,2.35,94,2725,63000000,6.2,73071188,3613
63000000,188657593,2011,1.85,95,2558,63000000,5.5,37543710,3579
62000000,127630030,2000,2.35,116,14931,62000000,6.6,19553310,2583
62000000,40123346,2008,2.35,87,6658,62000000,3.8,13907130,3012
62000000,18708848,2001,2.35,125,14536,42000000,5.9,7160521,2545
61000000,368567189,2014,2.35,149,4348,61000000,8.1,37513109,3014
61000000,145594548,2007,1.85,93,13232,61000000,6.3,33014202,3372
61000000,310697192,2015,2.35,132,2517,61000000,6.4,30316510,3791
61000000,132493015,2013,2.35,109,20148,61000000,6.7,27059130,3025
60000000,516567575,2004,1.85,106,24938,80000000,6.3,46120980,3518
60000000,457729388,2014,2.35,100,22128,60000000,7.8,69050279,3775
60000000,253555383,2007,2.35,100,1412,53172536.85,5.9,39699023,3
60000000,247812011,2008,2.35,115,4811,60000000,7.1,36367586,3480
60000000,290701374,1999,1.85,189,17716,60000000,8.5,18017152,2875
60000000,310043823,2005,1.85,81,2252,150000000,5.8,40049778,3654
60000000,264118201,1998,1.85,103,3698,60000000,8.1,31542121,2315
60000000,214357371,2002,2.35,119,13249,60000000,7.9,27118640,2638
60000000,172450423,2009,1.85,113,8172,60000000,5.5,34286740,3000
60000000,176262839,2003,2.35,111,35084,60000000,7,19457944,2633
60000000,164285587,2003,1.85,92,4050,60000000,5.5,27623580,3370
60000000,149705852,1999,2.35,116,2321,95000000,6.3,22332053,2856
60000000,218613188,1998,1.85,99,1195,70000000,7,14524321,3118
60000000,217670152,2004,2.35,120,13581,65000000,7.6,24701458,3188
60000000,200700000,2001,1.85,87,4171,60000000,5.2,21707617,3040
60000000,199043309,2002,1.85,101,2636,60000000,6.1,14328494,2755
60000000,152457863,1998,1.85,83,25788,105000000,6.6,17195160,2449
60000000,165890634,2002,2.35,100,14611,60000000,5.5,36075875,3444
60000000,170200225,2004,2.35,101,3943,60000000,6.1,28103367,3185
60000000,135015330,2005,2.35,94,20348,60000000,5.4,15340679,3175
60000000,206598789,2010,1.85,140,20440,60000000,5.7,23104523,3082
60000000,130968579,2004,2.35,146,20454,70000000,7.7,22751490,2979
60000000,100230832,1999,2.35,156,20761,55000000,6.8,13584625,2505
60000000,186883563,1998,1.85,170,20683,60000000,6.5,13685488,2039
60000000,126037057,2009,1.85,100,647,60000000,7.7,16849646,2299
60000000,102332848,2004,1.85,115,4496,55000000,6.5,22088204,3260
60000000,165048228,1999,2.35,105,3697,60000000,5.8,19107643,2854
60000000,90723216,2003,2.35,89,1233,60000000,4.4,21895483,2818
60000000,162778384,2008,1.85,91,13654,48000000,5,30517109,2986
60000000,193857962,2016,2.35,99,20276,60000000,5.9,21635601,3490
60000000,87123569,2006,2.35,98,24664,50000000,4.4,16310058,3501
60000000,129832389,1996,1.85,94,4530,60000000,5.4,12112267,2401
60000000,56709981,1998,2.35,115,4713,60000000,6.5,15163484,1802
60000000,100751232,2015,1.85,124,75793,60000000,6.6,17500000,2896
60000000,159356941,1997,2.35,124,38227,60000000,6.3,15164595,2193
60000000,98819789,2003,2.35,119,3637,60000000,6.3,13462374,2762
60000000,90482317,2008,2.35,93,13403,60000000,6.1,10103675,2758
60000000,104429625,2002,1.85,98,2018,60000000,5.3,15051028,3022
60000000,131377412,2014,2.35,105,1411,60000000,6.2,17200000,3387
60000000,101382396,2005,2.35,115,4305,45000000,5,14043215,3233
60000000,160700000,1997,2.35,116,3090,75000000,6.3,16474092,2415
60000000,95538560,2007,2.35,124,1640,61000000,7.2,14523571,2806
60000000,68336997,1998,2.35,104,4294,48000000,6.1,13104694,2652
60000000,104100903,2013,2.35,113,34738,60000000,6.7,17070347,3103
60000000,57604723,2009,1.85,100,12258,60000000,4.9,19610304,3022
60000000,82812456,2010,2.35,117,7053,80000000,6.6,17214384,3066
60000000,67312826,2002,2.35,116,31224,60000000,6.4,18513305,2711
60000000,82150183,2002,2.35,101,53024,60000000,6.2,15632281,2629
60000000,108996113,2009,2.35,91,22668,70000000,6.1,12286129,3
60000000,81079566,2009,2.35,125,10623,60000000,6.2,13965110,2574
60000000,78481410,2008,2.35,101,38809,60000000,6,16288361,3152
60000000,124514011,2009,2.35,134,24458,60000000,7.4,8611147,2125
60000000,88832210,2009,2.35,127,19776,53172536.85,7.1,14071280,2803
60000000,36850101,1999,1.85,94,2151,65000000,4.9,11181043,2275
60000000,78080697,2006,2.35,107,1352,60000000,6.1,14367854,2822
60000000,47818913,2012,2.35,111,17871,53172536.85,6.8,12162040,3212
60000000,121327628,2003,1.85,100,1395,60000000,6.3,12525075,2564
60000000,33956608,1997,2.35,110,1976,40000000,5.7,9064143,2095
60000000,32983332,1998,2.35,111,16536,60000000,6.1,10104715,2386
60000000,47371191,2000,1.85,152,36897,60000000,7.9,2314646,131
60000000,54994757,2002,1.85,96,22889,60000000,5.9,11034422,2635
60000000,38389024,2009,2.35,117,23745,60000000,6.7,9716458,2024
60000000,75965567,2013,2.35,130,10247,60000000,6,9336957,3118
60000000,39235486,2000,1.85,126,34774,60000000,6.7,11516712,2061
60000000,30063805,2002,2.35,104,2109,60000000,6.1,10216025,2507
60000000,84154026,2011,2.35,87,1417,60000000,5.7,14953664,2864
60000000,71073932,2005,2.35,101,993,87000000,4.3,12712272,3480
60000000,26673242,1997,2.35,130,2525,60000000,6.7,9511915,2311
60000000,80767884,2003,1.66,85,11301,60000000,6.7,6874477,3086
60000000,49473093,2005,2.35,103,1467,30000000,5.6,9939251,2657
60000000,49238525,2006,2.35,121,22833,50000000,5.6,10005895,2226
60000000,35319689,1999,1.85,122,15275,55000000,6.1,8311290,2626
60000000,39006188,2008,2.35,103,20881,60000000,4.8,6463278,2509
60000000,20541668,2001,2.35,131,3012,60000000,6.9,7088213,2262
60000000,66655938,2008,2.35,106,5329,60000000,6.1,7601379,2655
60000000,14218868,2000,2.35,91,1262,65000000,4.8,6731940,2280
60000000,14816379,2006,2.35,140,12634,60000000,6.6,6004219,2033
60000000,22468620,2014,2.35,118,22447,60000000,6.2,8007059,2965
60000000,12069719,1998,2.35,114,2367,60000000,4.9,5106919,2013
60000000,50648806,2008,1.85,90,1865,60000000,4.9,5251918,3011
60000000,10597070,2005,2.35,132,12133,80000000,6.7,3376009,819
60000000,30396134,2015,2.35,107,42683,60000000,5.5,4200586,2648
60000000,13075656,2007,2.35,156,26564,60000000,3.8,2984524,1632
60000000,11427090,2003,2.35,127,12947,35000000,6.5,2076402,1798
58000000,783770709,2016,2.35,108,18239,58000000,8.1,135050000,3558
58000000,547326372,2014,2.35,133,16277,58800000,7.3,89269067,3555
58000000,158162788,2015,2.35,103,5497,58000000,6.4,23618556,3501
58000000,50365498,2012,2.35,125,4416,58000000,5.9,18782154,2512
58000000,100687083,2005,1.85,95,2876,58000000,6.7,16408718,3508
58000000,93672764,2013,2.35,125,5081,58000000,6.3,17325307,3366
58000000,59431365,2000,1.85,90,6299,60000000,3.6,10518435,3040
58000000,41348628,2008,1.85,114,589,58000000,6,12682595,2769
58000000,80480566,2009,2.35,103,3150,58000000,4.7,6616571,2718
57500000,295874190,2010,2.35,97,16098,60000000,5.9,26650264,3203
57500000,58085235,2012,2.35,116,16484,70000000,5.6,13453714,3030
57000000,153007424,1997,2.35,136,45271,57000000,7.5,12170536,2161
57000000,149217355,2011,2.35,96,16121,57000000,4.3,22115334,3174
57000000,38329114,2004,2.35,97,9814,58000000,6.3,11100392,2819
57000000,62097495,2001,2.35,131,23325,57000000,5.9,7209345,1595
56000000,198006880,2005,2.35,95,16884,56000000,5.5,30552694,3131
55000000,362605033,2007,1.85,92,2847,60000000,5.2,44307417,3475
55000000,366784257,2005,2.35,118,13426,70000000,6.6,43142214,3575
55000000,307325633,2006,2.35,117,11036,55000000,8,26541709,2852
55000000,273814019,1996,1.85,95,3155,54000000,5.6,25400000,2115
55000000,220648184,2013,2.35,134,16281,55000000,7.9,26000000,3020
55000000,174463257,1997,1.85,92,4518,55000000,5.4,22878989,2506
55000000,126425115,2003,2.35,74,5713,55000000,6.3,33369440,3172
55000000,192165283,2014,2.35,132,37605,55000000,7.2,34137828,3236
55000000,152269033,2010,2.35,101,39822,55000000,6.3,25207599,3374
55000000,163838217,2002,2.35,105,7184,55000000,5.1,18711407,2838
55000000,214392904,2005,2.35,98,2287,55000000,6.2,24629938,3424
55000000,198750909,1998,2.35,114,13905,55000000,6.7,15369048,2212
55000000,259541430,2014,2.35,95,3697,55000000,7.2,25205000,3303
55000000,176469428,2003,2.35,111,3983,30000000,8.1,22089322,3102
55000000,189624452,2011,1.85,94,2820,55000000,6,18445355,3339
55000000,98699769,1999,1.37,85,22458,55000000,6.4,18062550,2706
55000000,153535982,2004,2.35,137,1959,30000000,8,25104949,2971
55000000,71189835,2000,2.35,110,939,55000000,6.6,19647065,2711
55000000,110387072,2013,1.85,91,3104,55000000,5.9,15805237,3736
55000000,129075270,2008,2.35,104,7247,55000000,6.6,21401121,3151
55000000,154605868,2004,2.35,143,20660,70000000,7.4,4001890,622
55000000,79312301,2014,1.85,119,6089,50000000,6.4,17005126,3194
55000000,151947179,1996,2.35,135,164,55000000,6.3,8381055,704
55000000,70692101,1998,2.35,122,24270,55000000,7.3,12697641,2487
55000000,90552675,2010,2.35,119,4315,55000000,6.4,11947744,3037
55000000,38564422,1996,2.35,110,1752,55000000,6.8,9215063,2142
55000000,113805580,2008,2.35,141,12840,55000000,7.8,9351560,1
55000000,67353000,2012,2.35,102,2488,68000000,5.7,12750297,3168
55000000,45016494,2003,1.85,94,2248,55000000,6,13482638,2516
55000000,34105207,1999,2.35,126,13406,55000000,6.5,10390387,2059
55000000,63537164,2003,2.35,118,14036,55000000,5.8,9411055,3003
55000000,43980363,2008,2.35,99,10026,55000000,5.8,15075114,3121
55000000,60209334,1996,1.85,107,31014,50000000,5.6,7546000,2255
55000000,18582965,1996,2.35,116,24618,55000000,5.8,6271406,2016
55000000,74870866,2007,1.85,114,16899,55000000,6.9,6153075,2001
55000000,16123323,2009,2.35,107,3742,55000000,5.6,5503519,3008
55000000,12923936,2003,2.35,280,1671,56000000,6.3,4675246,1533
55000000,11532774,1997,2.35,100,3952,71000000,4.7,4464008,2094
55000000,22597969,2012,1.85,92,25418,55000000,5.7,4548201,2404
55000000,9521458,2006,1.85,128,27614,55000000,6.2,3672366,1514
55000000,28231444,2004,1.85,95,2260,57000000,4.2,2766810,2057
55000000,69759296,2004,2.35,133,405,47000000,7.7,101749,4
55000000,1807990,2002,2.35,96,15803,55000000,5.3,32300,78
54000000,130402010,2006,1.85,110,847,54000000,5.6,21525560,3131
54000000,166617328,2008,2.35,123,14727,55000000,7.7,14851136,2758
54000000,50719373,2005,1.85,123,12700,57000000,6.4,10618711,2517
54000000,7126002,2003,2.35,121,286,54000000,2.4,3753518,2215
53012938,107190108,2000,2.35,99,26527,46000000,5.9,21714757,2337
53000000,109848461,2005,2.35,107,2297,50000000,5.1,30675314,3785
53000000,131159781,2009,2.35,118,22517,50000000,7.4,21039502,2890
53000000,139801410,1997,2.35,94,6017,50000000,7.1,204350,200
53000000,179213196,2001,2.35,127,2601,52500000,7.6,71614,51
53000000,54207112,2001,2.35,89,13390,53000000,5.5,14033112,2910
53000000,63657941,2006,2.35,135,24468,90000000,7.1,10245190,1876
53000000,50187789,2007,2.35,189,22186,53000000,7.6,11596613,2624
53000000,22852487,1998,1.85,172,2397,55000000,5.9,8165551,1501
52500000,134612435,2012,1.85,157,2759,40000000,7.4,417150,5
52000000,355612291,2002,1.85,141,48153,52000000,8,30082000,3156
52000000,602500560,2008,2.35,108,26002,52000000,6.3,27751240,2976
52000000,205727307,2006,1.85,106,8315,52000000,5.8,39172785,3070
52000000,217569328,2010,1.85,125,45696,52000000,5.7,63135312,3665
52000000,75835124,2011,2.35,118,28045,52000000,6.4,13531115,2913
52000000,97709034,1998,2.35,215,1937,52000000,7.6,11362226,1528
52000000,53139168,2010,2.35,92,488,52000000,6.5,8158860,2722
52000000,23010607,2003,2.35,104,2422,52000000,5.5,8653542,2955
51000000,149270999,2000,1.85,116,1711,51000000,6.5,24209385,3019
51000000,46815807,2006,1.85,93,5468,53172536.85,4.9,12001256,3205
50200000,126931325,2011,1.85,106,14607,50200000,7.1,21157730,2840
50000000,687557727,2009,2.35,130,64040,50000000,4.6,142839137,4
50000000,491812794,2001,1.85,90,275,60000000,7.9,42347760,3587
50000000,556016627,2012,1.85,112,21773,50000000,7,54415205,3239
50000000,331333876,2014,2.35,112,19428,50000000,7.1,57071445,3306
50000000,274000000,1996,1.85,139,12182,50000000,7.3,17084296,2531
50000000,238757137,2015,1.85,96,10886,50000000,6.1,38740203,3271
50000000,314111923,1997,1.85,139,1474,50000000,7.7,12606928,1572
50000000,202173000,1998,2.35,115,74382,50000000,6.7,25262280,2712
50000000,203502372,2014,2.39,125,62837,50000000,6,31051923,2440
50000000,172185754,2013,2.35,143,28176,50000000,6.3,26232425,3507
50000000,257972745,2011,2.35,112,3388,50000000,7.1,35451168,3379
50000000,171269535,2002,1.85,96,26826,50000000,5.8,37162787,3231
50000000,206175032,2016,2.35,107,14569,50000000,6.6,35535250,3508
50000000,257805243,2000,1.85,131,10003,52000000,7.3,28138465,2848
50000000,178890782,2003,1.85,116,14087,50000000,6.4,23774850,2923
50000000,225990976,2008,2.35,104,29505,70000000,6.8,18262471,3434
50000000,212742160,2014,2.35,106,16967,50000000,7,28875635,3090
50000000,159745279,1998,2.35,124,9988,50000000,6.7,19142440,2358
50000000,128402901,2006,2.35,95,37967,50000000,5.6,24411322,3057
50000000,185798265,2006,2.35,129,19148,45000000,7.6,28954945,2818
50000000,147142328,2011,2.39,118,57426,50000000,7.4,19104303,3020
50000000,161626121,1999,2.35,90,3148,50000000,7.1,21221526,2720
50000000,186450317,2009,2.35,121,13421,50000000,6.2,24604751,3332
50000000,161941727,2005,1.85,128,10163,53172536.85,5.4,35065237,3332
50000000,118729073,2011,1.85,124,36873,53172536.85,7.1,9450000,3117
50000000,111300835,2011,1.85,133,53094,50000000,7.6,19501302,2993
50000000,208094550,2004,1.85,80,13430,35000000,5,21727611,3094
50000000,96469187,2004,2.35,99,6729,60000000,5.2,21570867,3393
50000000,130214162,2005,2.35,132,22417,54000000,8.2,25642640,3365
50000000,105103783,2009,2.35,98,14007,65000000,5.7,24402214,3187
50000000,144110682,2005,1.85,101,2177,50000000,4.7,12709221,3521
50000000,88316835,2003,2.35,114,428,50000000,6.2,19603630,2753
50000000,71052604,2006,1.85,78,11124,50000000,6.6,14703405,2566
50000000,236799211,2012,1.85,113,8398,50000000,6.7,21514080,3192
50000000,214949716,2013,2.35,98,11946,50000000,6.1,19690956,3372
50000000,146195159,2011,1.85,109,15608,60000000,6.1,22755854,3
50000000,104488383,2001,2.35,113,3341,50000000,6.3,17090474,2802
50000000,119114494,2002,1.85,124,2583,50000000,6.7,14065277,2613
50000000,125168734,2004,2.35,98,16791,45000000,6.2,23036273,3284
50000000,97651543,2014,2.35,95,19513,50000000,7.3,17005218,3071
50000000,50068310,1997,2.35,121,19139,50000000,6.7,16770220,2568
50000000,82751189,2006,2.35,105,101383,50000000,5.8,13635463,2840
50000000,80369970,1997,2.35,129,1397,50000000,7.8,14337029,2403
50000000,48169156,1997,2.35,125,15569,50000000,5.8,11094241,1945
50000000,156602194,2014,1.85,89,1367,50000000,5.8,18015000,3434
50000000,76119388,2014,2.35,141,30183,50000000,7.4,46590889,3003
50000000,94704227,2006,2.35,132,1933,50000000,6.6,20152598,2926
50000000,50054511,2000,1.85,118,24024,50000000,6.5,11039214,2754
50000000,49105766,1998,2.35,140,20152,50000000,7.3,10218831,2436
50000000,62967368,1997,2.35,124,1289,50000000,5.9,12311939,2362
50000000,55489826,2003,2.35,114,19739,50000000,6.5,16185316,3076
50000000,263894551,2004,2.35,108,15634,40000000,5.9,8684055,530
50000000,39778599,2000,2.35,119,29461,50000000,6.6,15277921,2547
50000000,69425966,2005,1.85,93,14899,50000000,3.5,12582088,2655
50000000,62209892,2009,2.35,99,701,40000000,6.4,13316158,2503
50000000,43340302,2004,1.85,119,2052,50000000,6,14239252,2717
50000000,46112640,1999,2.35,137,25469,50000000,6.5,13041685,2829
50000000,84023611,2010,2.35,87,20061,50000000,4.2,11599661,3213
50000000,113309743,1996,1.85,117,3016,40000000,4.3,12300000,1970
50000000,105246941,2010,2.35,129,14344,50000000,6.5,220322,6
50000000,56643267,2002,1.85,115,34606,50000000,6.1,9307394,2663
50000000,55348693,2016,2.35,102,24107,50000000,4.8,15650000,3394
