production_budget,worldwide_gross,title_year,aspect_ratio,duration.1,cast_total_facebook_likes,budget,imdb_score,opening_gross,screens
32000000,29948322,2004,2.35,90,961,28000000,5.9,6728905,2449
32000000,43603990,2010,2.35,102,2961,32000000,6.3,8508290,3030
32000000,16640210,1999,2.35,121,13040,55000000,6.8,6193052,1936
32000000,18195238,2010,2.35,119,2925,32000000,6.3,6126170,2521
32000000,4357406,1996,1.85,110,3864,30000000,5.3,1895593,1134
32000000,3588602,1997,1.33,75,7394,32000000,6.9,1212189,1252
32000000,2899970,1999,2.35,132,16878,32000000,6.9,93998,8
32000000,1308696,2006,1.66,105,2355,32000000,6.1,76817,5
31500000,35643433,2016,2.35,113,10910,31500000,6.3,5767278,2683
31000000,160558438,2012,2.35,138,20952,31000000,7.3,24900566,1884
31000000,164350409,2014,1.37,99,15082,25000000,8.1,811166,4
31000000,100655892,2015,2.35,99,40312,31000000,6.1,14681108,3411
31000000,68079671,2000,2.35,118,4045,31000000,7.3,9025584,2621
31000000,30885781,2001,2.35,101,13811,31000000,6.9,9021494,1751
31000000,15826984,2010,1.85,106,17560,31000000,6.5,6012594,2545
30000000,306776732,2002,1.85,113,813,45000000,7.2,2074929,77
30000000,228641283,1999,1.85,93,26760,34200000,6.4,41536370,3027
30000000,286500000,2001,1.85,108,7872,30000000,6.4,45117985,3063
30000000,197618160,2012,2.35,104,18322,30000000,6.8,41202458,2958
30000000,177025498,2013,1.85,132,20035,30000000,7.2,24637312,2933
30000000,136706683,2000,2.35,120,54877,30000000,7.8,20905831,1865
30000000,212453431,2009,1.85,112,2639,30000000,8,37354308,3049
30000000,167791704,2004,2.35,92,4730,20000000,6.7,30070196,2694
30000000,165334774,2001,1.85,111,13645,37000000,6.2,22862269,2537
30000000,176885658,1999,1.85,103,24333,30000000,6.7,18383507,2518
30000000,181489203,1996,1.85,103,3143,26000000,6.2,18913411,1922
30000000,232016402,2004,2.35,132,28830,30000000,8.1,179953,8
30000000,156822020,2003,2.35,138,1942,25000000,8,640815,13
30000000,142051255,2004,1.85,87,20097,30000000,7,32018216,3212
30000000,166842739,2009,1.85,108,35209,25000000,7.4,1181450,15
30000000,116117340,2004,2.35,123,34495,29000000,7.9,13464745,2303
30000000,169173206,2009,1.85,102,4516,30000000,4.2,32324487,3118
30000000,160247805,2008,2.35,111,2978,30000000,6.1,27442040,3057
30000000,103284813,2000,1.85,78,4527,30000000,6.1,22718184,2934
30000000,92494381,2005,2.35,109,2740,45000000,6.9,21176925,2533
30000000,170466405,2012,2.35,119,37387,30000000,7.4,20801552,2992
30000000,115121608,2013,2.35,98,337,35000000,6.9,20353967,3009
30000000,107054484,2002,1.85,125,1556,30000000,7.2,282367,6
30000000,122529966,2014,1.85,85,18795,42000000,5.8,20550000,3427
30000000,71172251,2001,1.85,87,2911,30000000,5.4,20027309,2521
30000000,133085295,2012,2.35,100,19420,30000000,6.3,14650121,2361
30000000,105173042,2008,1.85,118,16758,30000000,7.2,17725330,2798
30000000,64170447,2008,1.85,99,6930,30000000,6,17407110,2543
30000000,81529000,1998,1.85,114,2860,30000000,5.9,14210464,2367
30000000,115150424,2009,1.85,89,13794,30000000,5.4,21058173,3226
30000000,65121280,2004,2.35,95,1266,19000000,5.9,13528946,2730
30000000,96439723,2004,1.85,98,6742,37000000,6.1,21054238,3438
30000000,162942835,2011,1.85,94,1289,17000000,7.7,599003,6
30000000,197593152,2005,1.85,85,1145,30000000,7.5,16025987,3645
30000000,155769678,2007,1.85,126,18726,30000000,7.1,9283468,2454
30000000,114770654,2005,1.85,77,60683,40000000,7.4,385078,5
30000000,82148538,2010,2.35,105,1026,30000000,6.5,13540486,2968
30000000,83282296,2001,2.35,124,43453,30000000,7.6,12443461,2249
30000000,52880016,1999,2.35,131,19815,55000000,6.1,18852976,2538
30000000,88725208,2015,2.35,124,16881,30000000,7.5,16701294,2772
30000000,62432423,2002,1.85,99,3679,30000000,5.1,12179420,2410
30000000,129779728,2007,1.85,123,20499,30000000,7.8,796836,32
30000000,89955540,2005,1.85,102,2910,53172536.85,5.2,18862432,3185
30000000,78571737,2015,2.39,121,1467,30000000,7.6,12148041,2620
30000000,54052249,2012,1.85,92,6137,53172536.85,5.1,17010125,3477
30000000,42799060,2006,2.35,118,2577,53172536.85,7.2,16927589,2222
30000000,69057415,2015,2.35,112,15327,25000000,7.2,13203458,2991
30000000,165889117,2010,1.85,107,4059,30000000,6.2,15812311,2435
30000000,91388487,2009,2.35,99,5642,30000000,6.6,15825480,2508
30000000,70768144,2012,2.35,95,29551,30000000,7,14743614,2811
30000000,47902566,2003,1.85,111,9638,30000000,7.6,12139832,3013
30000000,53572822,2006,1.85,113,8362,38000000,7.6,13411093,2264
30000000,51618420,2002,1.85,104,1165,30000000,5.6,14169455,3002
30000000,80276156,2007,2.35,113,814,32000000,6.6,15951902,2855
30000000,41457834,2006,2.35,125,15811,30000000,6.9,14414630,3504
30000000,84646831,2008,1.85,86,3854,30000000,2.7,18505530,2605
30000000,51327406,1997,1.85,95,2266,30000000,3.7,16771694,2140
30000000,61449135,2011,2.35,98,16827,30000000,6.1,13006875,2973
30000000,65390493,2006,1.85,118,3797,30000000,6.7,12051277,3009
30000000,102716321,2010,1.85,112,31278,30000000,6.7,9739161,2455
30000000,46225326,2015,2.35,118,3384,20000000,7,1365000,1565
30000000,38462071,2001,1.85,94,3664,45000000,5.5,13049114,2675
30000000,48559999,2009,1.85,79,1594,30000000,7.1,10740446,1661
30000000,87956618,2014,2.35,118,5697,30000000,6.2,9740471,3049
30000000,33315804,2014,1.85,139,2060,30000000,6.9,13585915,2468
30000000,61623819,2012,1.85,131,3479,30000000,6.2,10610060,2936
30000000,29356757,2004,1.85,111,3239,53172536.85,5.9,9406378,2682
30000000,50145607,2011,1.85,63,1002,30000000,7.3,7857076,2405
30000000,29203383,1998,1.85,108,1023,30000000,6.8,10515839,2047
30000000,26214846,2003,1.37,85,1653,19000000,3.4,10845064,2609
30000000,26708196,1998,1.85,127,12785,30000000,7,6606455,1590
30000000,104283753,2011,1.85,108,3892,30000000,5.9,9447930,2787
30000000,60772856,2006,2.35,95,2737,30000000,5.1,8603460,2702
30000000,21827296,2004,1.85,104,4462,30000000,5.5,8679028,2736
30000000,67255916,2010,2.35,133,11799,35000000,7.4,6542779,2564
30000000,21758371,2004,2.35,105,4369,35000000,5.2,7075217,2445
30000000,36040895,2005,2.35,109,3148,20000000,6.3,6502724,2297
30000000,60512680,2013,2.35,88,5706,30000000,5.6,7706712,3026
30000000,19035741,1998,2.35,96,3072,30000000,6.1,8046553,1936
30000000,30962112,2006,1.85,94,15271,30000000,4.4,9064880,2558
30000000,23676771,2005,2.35,126,20563,35000000,7.3,6422455,2555
30000000,36722311,2002,2.35,99,22554,30000000,5.4,6485458,2530
30000000,19892205,1996,1.85,105,6152,25000000,5.3,5405000,2104
30000000,26857459,2009,1.85,104,2222,26000000,5.8,7385277,2450
30000000,32955399,2007,2.35,108,16722,30000000,5.9,6957216,2168
30000000,26323969,2004,1.85,98,18085,40000000,5.5,6685381,2654
30000000,43440721,2008,1.85,130,5101,30000000,6.7,6262396,2585
30000000,27147991,2005,2.35,93,2178,30000000,5.1,6147294,2195
30000000,16910708,2004,2.35,102,23352,25000000,4.8,6800617,2323
30000000,15358583,2003,1.85,96,977,30000000,5.6,6111074,2310
30000000,21601257,2004,2.35,114,679,30000000,7,6819393,2598
30000000,26184400,2005,2.35,150,27829,30000000,6.7,57000,3
30000000,48330757,2013,2.35,107,1643,45000000,6.4,6281433,2913
30000000,12017369,1999,1.85,100,22006,30000000,5.5,4593872,1670
30000000,11578022,1999,2.35,100,2497,30000000,4.1,5114365,2019
30000000,17865209,2001,2.35,109,1297,30000000,6.1,5486209,2433
30000000,19599974,2013,2.35,118,4253,30000000,6.5,5345250,2188
30000000,23353111,2011,1.85,86,5393,30000000,4.8,4108630,2505
30000000,58228460,2009,2.35,100,1100,45000000,2.7,4756488,2181
30000000,18535575,2005,2.35,108,11519,30000000,7,1008308,139
30000000,64352607,2009,1.85,123,11769,40000000,6.8,1762637,607
30000000,8845575,2010,2.35,134,1873,53172536.85,7.3,65241,4
30000000,15313631,2007,2.35,160,22516,30000000,7.5,147812,5
30000000,18765585,2004,2.35,131,16252,18000000,7.1,69868,4
30000000,6460758,2002,1.85,109,2759,25000000,6.6,131580,9
30000000,3252550,2005,1.85,80,21519,53172536.85,4,1330520,1621
30000000,35891257,2006,2.35,88,1518,30000000,7,13205,2
30000000,3721988,2011,2.35,129,19620,30000000,6.8,45130,4
30000000,7755686,2006,2.35,87,4473,21000000,4.8,260713,505
30000000,168832,2014,2.35,110,2725,24000000,2,607,10
29000000,286995378,2015,1.85,115,13159,29000000,6.5,70300000,3473
29000000,187707495,2005,2.39,153,1383,28000000,7.9,22347341,2961
29000000,77975209,2016,1.85,99,23562,29000000,5.3,23586645,3480
29000000,97413527,2003,1.78,102,46186,29000000,6.4,23424118,3282
29000000,45336404,2000,1.85,128,5404,30000000,6.4,8078671,2152
29000000,54045832,1997,1.85,89,2056,29000000,5.8,6075079,1535
29000000,24716190,2004,1.85,88,2567,12000000,4.9,8774520,2059
29000000,20146150,2002,1.85,99,4169,29000000,5.3,5758236,2154
29000000,33013805,2002,2.35,113,810,29000000,7.1,12537,2
29000000,10066366,2009,1.85,120,1500,30000000,6.7,3457760,1393
28700000,4559569,1999,2.35,112,17873,28000000,6.9,1851291,1452
28500000,15452978,2005,2.35,94,5085,29000000,7.1,2723682,1331
28000000,201867526,2015,2.35,167,2702,28000000,7.9,56100000,2757
28000000,140894685,1998,1.85,83,3438,24000000,5.9,27321470,2782
28000000,105159085,2001,2.35,104,17109,60000000,6.3,16712407,2530
28000000,94050951,2013,2.35,115,1554,28000000,6.7,21401594,3223
28000000,131459870,2015,2.35,130,57308,28000000,7.8,10531026,1585
28000000,94500826,2008,1.85,101,3400,28000000,6.9,19167085,2792
28000000,101379287,2014,2.39,81,47677,28000000,6.2,18360230,3088
28000000,64474705,2004,2.4,135,1845,28000000,7.5,19377577,2605
28000000,112914167,2013,2.35,105,35694,28000000,6.6,16334566,3065
28000000,94728529,2001,2.35,103,17533,35000000,5.2,13510293,2785
28000000,71430876,2001,2.35,110,14609,21000000,7.6,276981,5
28000000,82183683,2003,2.35,91,3969,30000000,7.3,16225263,2733
28000000,77477297,2001,1.85,82,37,28000000,6.9,13309241,2601
28000000,97531134,2010,2.35,117,2357,30000000,7.7,19828687,3065
28000000,91943956,2007,2.35,104,3497,28000000,6.3,11704357,2425
28000000,126549607,2005,2.35,135,1083,28000000,7.8,2865017,215
28000000,40966716,2011,2.35,83,1987,28000000,6.1,13330118,2888
28000000,33000377,2000,2.35,99,23344,28000000,4.9,8636567,2204
28000000,38959900,2014,2.35,123,1286,28000000,6.2,12242218,2872
28000000,63129909,2013,2.35,103,19168,28000000,6.6,13332955,2940
28000000,55307857,2007,1.85,117,3681,21000000,6.9,10826287,2362
28000000,62108587,2014,2.35,114,15428,28000000,6.5,12758780,2712
28000000,46752858,2010,1.85,94,3436,28000000,5.4,12877043,2924
28000000,73421224,2014,2.35,100,25387,28000000,5.7,9516855,2647
28000000,38159905,2006,1.85,103,3211,28000000,5.3,5692285,2541
28000000,31320293,2000,2.35,97,1805,28000000,4.8,7954766,1970
28000000,39134983,2001,1.85,81,66,160000000,8,33128,1
28000000,16311335,2016,2.35,108,4710,28000000,5.8,5324240,2931
28000000,8891623,1999,2.35,119,2171,28000000,6.7,3102191,1673
28000000,8434601,2001,2.35,98,28867,28000000,4.9,3804452,2048
28000000,8165213,1997,1.85,89,5535,28000000,5.4,2732880,1676
28000000,8592432,2015,1.85,107,3944,28000000,6.1,3238433,2202
28000000,5686694,1997,2.35,134,4,28000000,7,1620041,429
28000000,12031443,2008,1.85,110,858,27000000,6.5,1430294,1750
27500000,219265952,2007,1.85,133,12874,30000000,7,30690990,2871
27500000,96673002,2009,2.35,109,1775,30000000,7.4,12442212,2606
27500000,43607627,2008,1.85,114,3565,35000000,5.3,16207730,2387
27500000,31157914,2012,2.35,118,3389,25000000,5.7,11225190,2735
27500000,26939925,2007,2.35,122,50950,27500000,6.8,4060012,2250
27500000,15815509,2011,2.35,130,2452,30000000,6.9,1012768,265
27000000,73826768,2002,2.35,116,3845,27000000,6,16167412,2507
27000000,60527873,1997,2.35,115,14322,27000000,6.6,13215167,2271
27000000,44270131,2008,1.85,119,3525,53172536.85,6.2,10678430,2707
27000000,92891935,2016,2.35,98,10894,27000000,6.7,14788157,3104
27000000,130759651,2002,2.35,101,74,30000000,7.1,8557630,1207
27000000,80681183,2011,1.85,89,4311,27000000,3.6,11644672,3295
27000000,31770413,1999,2.35,82,3313,27000000,5.6,10974145,2096
27000000,55495466,2006,2.35,110,26451,27000000,7.8,7031921,1984
27000000,27257061,1998,2.35,111,4696,27000000,7.7,5576953,1754
27000000,45160110,2008,2.35,110,6420,13500000,6.9,190426,7
27000000,28773827,2009,2.35,109,15790,27000000,6.2,5350570,2211
27000000,10341093,1998,2.35,123,11969,27000000,6,4010245,1965
27000000,8712564,2004,1.33,99,1721,27000000,5.9,3446375,1500
27000000,9352089,2007,1.85,106,2495,27000000,6.8,3376669,2020
27000000,5204007,2001,2.35,93,1044,28000000,6.3,2817719,1857
27000000,16566235,2004,2.35,101,4186,27000000,6.4,1911358,1040
27000000,2412123,2008,2.35,104,71973,25000000,5.7,192508,36
27000000,1545064,2003,1.85,120,3286,23000000,6.2,37220,7
26000000,185904750,2009,1.85,91,2954,26000000,5.2,31832636,3144
26000000,160822438,2003,1.85,97,3984,26000000,6.1,22203007,2954
26000000,177344230,2005,1.85,133,8341,26000000,7.1,21422815,2845
26000000,279500000,1998,2.35,123,1690,25000000,7.2,4224426,632
26000000,102404019,2008,2.35,117,15590,27000000,7,23245025,3072
26000000,65705772,1998,2.35,121,2747,26000000,7,8526904,1767
26000000,68613992,2003,2.35,139,5458,22000000,7.5,14047781,2075
26000000,96666486,2005,2.35,85,1090,26000000,6.5,16167662,3079
26000000,146850273,2011,1.85,113,23456,56000000,5.7,13019180,3505
26000000,81275291,2013,2.35,129,13573,26000000,6.5,20244505,3277
26000000,90396664,2003,1.85,90,3172,26000000,6.2,16017141,2834
26000000,75763814,2000,2.35,107,3066,26000000,7.8,195104,5
26000000,63489752,2004,1.85,109,28493,26000000,6.5,151750,3
26000000,67647574,2010,2.35,100,3889,26000000,5.2,17501625,2476
26000000,38788828,2002,1.85,94,3917,26000000,5.2,10108333,2540
26000000,27866213,2014,2.35,118,3197,26000000,6.7,10003827,2936
26000000,28703083,2004,2.35,100,3742,26000000,4.5,8014005,2973
26000000,16521410,2001,2.35,118,11662,42000000,6,6402741,2194
26000000,30601801,2012,2.35,110,2356,26000000,6.4,7289642,2203
26000000,14469428,2004,1.85,110,2466,26000000,5.2,6775132,2867
26000000,18496522,2001,1.37,103,12534,26000000,6.8,2459315,903
26000000,6154172,2013,2.35,128,36337,28000000,6.2,1714000,1769
26000000,1083350,1996,1.85,101,2228,22000000,6.1,420993,166
25500000,86301599,2005,1.85,129,1565,15000000,7.5,10961311,1346
25100000,28575778,2008,2.35,129,4264,25100000,6.4,10505668,2030
25000000,622420667,2004,2.35,120,705,30000000,7.1,83848082,3043
25000000,274543085,2008,2.35,116,17347,33000000,8.2,271720,6
25000000,153733265,2014,2.35,99,2394,25000000,6.2,41237000,2663
25000000,125339088,2003,1.85,95,3500,45000000,4.6,22220670,3350
25000000,181185387,2004,1.85,93,7800,80000000,4.9,29438331,3312
25000000,89476265,2004,1.85,98,656730,26000000,7.2,28416365,3091
25000000,114576403,2003,2.35,97,4692,30000000,5.8,36428066,3014
25000000,137984788,2007,1.85,96,28071,17000000,7.2,28536717,3139
25000000,102992536,2001,1.85,82,2251,30000000,6,18554948,3139
25000000,171302226,2008,1.85,85,3958,25000000,7,46146546,3411
25000000,142033509,2010,2.35,108,19945,25000000,6.3,30468614,2969
25000000,120832383,2012,1.85,105,5740,25000000,6.1,14800000,3367
25000000,164051250,2007,2.35,122,4738,25000000,8.1,1226333,28
25000000,281527158,2001,2.35,97,16999,26000000,6.7,10733933,1611
25000000,152500343,2000,1.85,121,1323,25000000,7.3,3093590,658
25000000,149228078,2011,2.35,108,22739,25000000,6.2,19652921,3018
25000000,98406855,2012,2.35,109,26625,25000000,6.5,24349815,2863
25000000,96633833,2012,2.35,101,1852,25000000,6.5,22518358,3155
25000000,91036760,2000,2.35,115,9082,25000000,6.1,18014503,2641
25000000,112798051,2006,2.35,86,2420,25000000,5.8,19173094,2880
25000000,52543354,2013,1.85,100,3202,25000000,4.7,16000000,2194
25000000,115036108,2004,2.35,101,58823,25000000,7.8,220524,8
25000000,81249176,2011,2.35,117,16606,25000000,6.8,19665101,3185
25000000,123696741,2005,2.35,101,23328,30000000,5.9,21959233,3005
25000000,71390601,2008,2.35,97,18789,25000000,5.5,14533702,2714
25000000,58240458,2003,2.35,102,3037,26000000,5,14064317,3369
25000000,128745578,2005,2.35,97,17278,25000000,6.6,14503650,1995
25000000,55090374,2014,2.35,97,36064,25000000,6.5,12305016,3003
25000000,64594061,1997,1.85,98,2457,25000000,6.7,11617767,1862
25000000,97030468,2002,1.85,114,12624,25000000,7.6,338622,11
25000000,41076865,1997,2.35,97,2530,25000000,6.1,10654369,2005
25000000,77208711,2007,2.35,158,533,25000000,8.1,302845,2
25000000,60694737,2002,2.35,85,2908,25000000,5.2,6013847,3012
25000000,55443032,2003,2.35,80,3017,25000000,5.6,11556869,3041
25000000,41560117,2005,2.35,119,6862,25000000,6.6,9833340,2583
25000000,40796145,2002,1.85,86,3001,25000000,5.8,12037685,2167
25000000,36833473,2001,2.35,98,7945,25000000,6.6,13304027,2025
25000000,39217912,2014,2.39,124,6393,25000000,7,10511000,3019
25000000,38351350,2005,2.35,105,3535,53172536.85,5.5,12801465,2659
25000000,35990505,2003,2.35,105,16400,20000000,5.8,11434964,2964
25000000,119923801,2003,2.35,104,1340,17000000,5.6,18365222,3124
25000000,59183821,2007,1.85,101,2822,25000000,5.6,13652001,2612
25000000,56434942,2003,2.35,101,6867,30000000,5.8,16521486,2625
25000000,55279608,2006,1.85,105,20109,20000000,6.4,10730372,2623
25000000,234981342,2007,1.85,90,794,25000000,6.3,9889780,1714
25000000,50692188,1998,1.85,89,667,25000000,5.3,11830855,2412
25000000,66015869,2007,2.35,114,50927,30000000,7.5,9421369,2310
25000000,70326393,2004,2.35,97,2730,25000000,4.6,12812287,2905
25000000,38749404,2011,1.85,87,3850,53172536.85,5.7,9851435,2750
25000000,82150642,1998,1.85,124,1006,25000000,7.5,275131,9
25000000,29276904,2014,2.35,110,3757,25000000,6.8,9783603,2781
25000000,32092761,2009,1.85,88,4378,25000000,3.5,12622450,2450
25000000,39393111,2001,1.85,92,1315,21150000,4.8,7714362,2123
25000000,32223424,1996,2.35,117,16937,27000000,6.9,5582000,1956
25000000,25732334,2005,1.85,98,235,53172536.85,6,6807471,2501
25000000,39126427,2010,1.85,99,3744,25000000,5.6,8525728,2760
25000000,29863840,2010,2.35,97,12841,25000000,6.4,9406348,2936
25000000,47835784,2005,1.85,107,1095,30000000,6.6,7576593,2502
25000000,22411948,1998,1.85,136,37315,25000000,6.9,7610663,1319
25000000,36054706,1997,2.35,117,14831,53172536.85,6.9,7733445,2351
25000000,32209741,2011,1.85,90,4952,25000000,4,8404260,2806
25000000,24591031,2002,2.35,95,11994,25000000,7.3,367203,5
25000000,20718223,2004,1.85,93,14180,25000000,6.6,6711384,2512
25000000,22910563,2008,2.35,93,1749,8000000,5.9,8003241,2812
25000000,71009334,2013,2.35,138,27797,25000000,5.3,7842930,3044
25000000,19233280,2002,1.85,98,1855,13000000,4.6,7820536,2113
25000000,23506237,2015,2.35,132,27659,30000000,7,86836,4
25000000,36682170,1996,2.35,90,2465,25000000,5.3,3832000,1779
25000000,15468266,2005,1.85,120,1217,53172536.85,7.5,3657322,1014
25000000,26341896,2009,2.35,115,2466,16000000,5.6,7571417,2635
25000000,24355762,2000,1.85,99,2498,25000000,4.7,5870387,2007
25000000,16727470,2010,2.35,107,2537,25000000,4.8,6842220,2572
25000000,31635150,2004,1.85,110,911,25000000,6.8,6003806,2148
25000000,51702929,1996,2.35,101,1634,25000000,5.4,5611707,2358
25000000,13973532,2002,1.85,85,3065,25000000,5.1,6041521,2366
25000000,14334401,2007,2.35,88,2062,53172536.85,6.7,5310711,2607
25000000,13038660,1999,1.85,145,1282,25000000,7.3,54628,6
25000000,28012862,2012,2.15646168,91,539,53172536.85,6.8,2135000,840
25000000,28090896,2015,2.35,127,2230,26000000,6.9,5787266,2452
25000000,15907411,2010,2.35,122,21163,25000000,7,3509048,707
25000000,13424365,2005,1.85,107,16651,25000000,7.1,5623373,1865
25000000,27572844,1996,1.85,133,48482,28000000,7.1,187052,6
25000000,11229035,2008,1.85,112,43560,25000000,6.5,4555117,1291
25000000,12219367,2002,2.35,99,28987,25000000,4.9,5064077,2341
25000000,11253821,2011,2.35,110,11431,25000000,5.8,5123760,2408
25000000,11115766,1999,2.35,100,582,25000000,6.4,3871616,1740
25000000,29206732,2009,2.35,111,23566,25000000,7.3,56692,50
25000000,7164995,2006,1.85,116,1134,25000000,6.7,1449320,235
25000000,5654777,2005,2.35,95,2165,25000000,4.1,3086127,1132
25000000,5516708,2001,1.85,95,2413,25000000,4.9,2861903,1974
25000000,18991288,2005,2.35,127,12574,25000000,7.9,400782,114
25000000,4049527,2005,1.85,95,4990,15000000,4.1,2137685,1508
25000000,20052958,2008,1.85,121,142,25000000,6.6,1950260,1690
25000000,38112154,2011,2.35,80,25143,25000000,7.2,79795,5
25000000,3605420,2005,2.35,92,2930,25000000,2.9,1550000,985
25000000,12413949,2009,1.85,122,13809,20000000,6.7,245398,27
25000000,2962177,2016,2.35,98,21414,25000000,5.8,803000,1210
25000000,1190003,2008,2.35,107,1591,25000000,6.8,63638,4
25000000,1415656,2005,2.35,107,16090,25000000,6.5,37726,9
25000000,780326,1998,2.35,117,4351,25000000,7.2,56180,5
25000000,9313302,2012,2.35,137,33747,25000000,6.1,39550,4
25000000,146149,2010,1.78,117,3204,25000000,5.7,60353,11
24000000,101363301,1997,2.35,120,2321,24000000,6.1,32926342,2
24000000,86765463,2003,2.35,88,10325,24000000,7.2,17453216,2689
24000000,70027933,2014,2.35,106,4830,24000000,5.7,29241911,2225
24000000,85527867,2000,1.85,98,17582,24000000,6.7,15915676,2910
24000000,40020622,1998,2.35,100,49847,24000000,4.6,16520038,2443
24000000,32662299,2000,1.85,115,3946,24000000,6.9,7820836,2007
24000000,67348218,2009,2.35,94,32474,25000000,6.2,12706654,2443
24000000,36856306,2008,1.85,101,638,24000000,6.6,10065630,2735
24000000,29823162,2001,2.35,88,2557,24000000,5.3,4650,1
24000000,28871190,1999,1.85,127,13433,24000000,7.3,95399,9
24000000,27732366,2000,2.35,110,12254,24000000,6.3,7145950,1459
24000000,83660160,2010,2.35,88,5737,24000000,5.5,10106872,2470
24000000,35792945,2010,2.35,98,14699,24000000,6.5,8523153,2454
24000000,16980098,2004,2.35,95,4681,24000000,5.6,7320066,2711
24000000,16304786,1999,1.85,87,3243,24000000,6.2,4826049,2265
24000000,12372410,2000,1.85,107,4971,24000000,5.3,5257778,2585
24000000,24474463,2011,1.85,89,5470,24000000,4.9,4402201,2476
24000000,8427204,1999,2.35,124,1523,24000000,5.4,3366,1
24000000,4356126,1998,2.15646168,93,24436,24000000,3.9,2006751,1763
24000000,1696765,2004,1.85,120,23769,24000000,5.1,12665,5
23600000,102236596,2009,2.35,88,28011,23600000,7.7,24733155,3036
23000000,190191646,1998,1.85,90,13823,20000000,6.1,39414071,2664
23000000,112036870,2000,1.85,98,3345,23000000,6.7,10015822,2587
23000000,77735925,2011,2.35,101,57077,12500000,7.1,10470143,2199
23000000,53182088,2000,2.35,112,16196,23000000,7.1,14015741,1832
23000000,38684906,2001,1.85,97,20798,23000000,6.1,10010600,2345
23000000,48783090,2013,1.85,126,19359,23000000,8,260382,6
23000000,21973182,2001,2.35,97,23242,23000000,6.6,7347259,2497
23000000,36374700,2011,2.35,93,31187,23000000,5.8,8425370,2439
23000000,18653615,1999,2.35,114,22040,23000000,6.1,5607137,1672
23000000,19123851,2004,2.35,141,1618,23000000,6.2,6268925,1051
23000000,43145662,2016,2.35,106,21195,23000000,7.5,6084682,2042
23000000,13019253,2000,1.85,88,1509,23000000,5.6,4051921,1510
23000000,12803305,1996,1.85,98,63194,23000000,6.7,57739,6
23000000,12291975,2004,2.35,101,842,23000000,6.1,6081483,2400
23000000,11778396,2008,2.35,94,2453,23000000,5.1,4080687,2089
23000000,10660147,1999,1.85,102,672,23000000,7.2,198535,7
23000000,24489150,2007,2.35,121,24248,53172536.85,7.2,133557,9
23000000,50813834,2009,2.35,111,735,19430000,6.7,177399,5
22500000,131263370,2007,2.35,114,214,25000000,6.8,20617667,2678
22500000,30864649,2014,2.35,111,1795,22500000,7.1,1220335,320
22000000,360099999,1998,1.85,107,4664,23000000,7.1,13740644,2186
22000000,146590987,2007,2.35,110,15170,22000000,6.2,22950971,3103
22000000,80491516,2002,2.35,127,6657,20000000,7,16021684,2511
22000000,70949793,2014,2.35,170,775,22000000,5.6,26500000,3260
22000000,55762229,2001,1.85,84,1203,22000000,4.8,19610520,2788
22000000,94270488,2014,2.35,122,1484,22000000,7.3,11123000,2023
22000000,95708457,2003,2.35,133,1777,22000000,7,21753759,2915
22000000,77229695,2012,2.35,94,3153,22000000,6.4,14623599,3391
22000000,92542418,2001,1.85,132,3152,22000000,7.6,25993,1
22000000,57520063,2005,2.35,112,2019,22000000,6.6,12211986,2443
22000000,41771168,2009,1.85,108,16031,21000000,6.5,10464314,2505
22000000,70536870,2013,2.35,105,1006,26000000,6.4,8215000,3036
22000000,63504795,2016,1.85,106,38494,22000000,6.4,11355225,2232
22000000,33762400,2001,2.35,104,11632,22000000,6.9,11018543,2765
22000000,45273464,2005,1.85,83,1729,22000000,4.6,9626287,3127
22000000,25044057,2008,2.35,104,2453,22000000,5.8,9273645,2470
22000000,51695362,2013,2.35,100,39989,22000000,6.5,6915241,2570
22000000,25873142,2001,1.85,96,664,22000000,5.9,7411852,2467
22000000,19288130,1999,1.85,142,5386,22000000,6.6,7991450,1536
22000000,22861785,2001,2.35,106,4239,30000000,5.8,5738448,1591
22000000,69698495,2015,2.35,96,1411,25000000,5.1,7130000,3434
22000000,14252830,2001,1.85,98,3769,22000000,5.3,4562455,2556
22000000,13555988,2000,1.85,95,2216,22000000,5.7,5719627,2009
22000000,20034713,2004,2.35,107,8094,22000000,6.7,292177,4
22000000,15434375,2013,2.35,116,24134,22000000,6.8,5220288,2101
22000000,9818792,1999,2.35,77,5568,22000000,3.8,3018345,1802
22000000,6047691,2001,1.85,104,4221,22000000,4.1,1573454,314
22000000,9448623,2004,2.35,114,42484,53172536.85,6.4,2202799,815
22000000,19563579,2014,2.35,92,14617,22000000,6.3,1843347,1902
22000000,4065020,2010,2.35,105,37766,22000000,5.4,75766,6
22000000,23134075,2005,2.35,116,773,22000000,7.8,42732,6
21500000,92987651,2007,2.35,119,3284,25000000,7.3,719910,15
21500000,24419219,1999,2.35,117,13576,21500000,7.2,7515145,1631
21500000,74363777,2012,1.85,112,1205,17000000,6.3,361359,5
21000000,236412453,2012,2.35,122,72115,21000000,7.8,443003,16
21000000,52037603,1999,1.85,81,3003,21000000,7.8,23076186,2128
21000000,43728560,2001,1.85,106,18630,21000000,6.3,9386342,2137
21000000,38017873,2010,1.85,133,6035,53172536.85,6,19497324,2127
21000000,39319801,2008,2.35,110,4089,20000000,6.6,8603195,2729
21000000,81452811,2011,2.35,127,46241,20000000,7.1,310562,4
21000000,17760244,1999,1.85,104,3162,21000000,4.6,7065123,2286
